,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
98,2023-11-14,233.53988290640325,218.88520746111712,256.714857791233,233.53988290640325,233.53988290640325,4.089296831277034,4.089296831277034,4.089296831277034,4.089296831277034,4.089296831277034,4.089296831277034,0.0,0.0,0.0,237.6291797376803
99,2023-11-15,233.32244438526976,219.2632064162002,257.6398111231083,233.32244438526976,233.32244438526976,3.9235934489626314,3.9235934489626314,3.9235934489626314,3.9235934489626314,3.9235934489626314,3.9235934489626314,0.0,0.0,0.0,237.2460378342324
100,2023-11-16,233.10500586413625,216.45947156859438,254.17532504488992,233.10500586413625,233.10500586413625,2.1785020939154114,2.1785020939154114,2.1785020939154114,2.1785020939154114,2.1785020939154114,2.1785020939154114,0.0,0.0,0.0,235.28350795805164
101,2023-11-17,232.88756734300276,214.15017907017793,253.3068754967348,232.88756734300276,232.88756734300276,1.3977912899864051,1.3977912899864051,1.3977912899864051,1.3977912899864051,1.3977912899864051,1.3977912899864051,0.0,0.0,0.0,234.28535863298916
102,2023-11-20,232.23525177960227,215.52168142194438,252.67936060439405,232.23525177960227,232.23525177960227,2.596004053348148,2.596004053348148,2.596004053348148,2.596004053348148,2.596004053348148,2.596004053348148,0.0,0.0,0.0,234.8312558329504
103,2023-11-21,232.0178132584688,218.4580753137912,255.8487680950558,232.0178132584688,232.0178132584688,4.089296831275337,4.089296831275337,4.089296831275337,4.089296831275337,4.089296831275337,4.089296831275337,0.0,0.0,0.0,236.10711008974414
104,2023-11-22,231.80037473733532,217.0872366407318,252.01124355391377,231.80037473733532,231.80037473733532,3.9235934489615714,3.9235934489615714,3.9235934489615714,3.9235934489615714,3.9235934489615714,3.9235934489615714,0.0,0.0,0.0,235.7239681862969
105,2023-11-24,231.3654976477437,215.28000579789227,251.89562981043656,231.3654976477437,231.3654976477437,1.3977912899737215,1.3977912899737215,1.3977912899737215,1.3977912899737215,1.3977912899737215,1.3977912899737215,0.0,0.0,0.0,232.76328893771742
106,2023-11-27,230.7131820133562,213.14501664145405,253.0862898976777,230.7131820133562,230.7131820133562,2.5960040533553888,2.5960040533553888,2.5960040533553888,2.5960040533553888,2.5960040533553888,2.5960040533553888,0.0,0.0,0.0,233.3091860667116
107,2023-11-28,230.49574346856036,217.21303740198624,253.03561210887463,230.49574346856036,230.49574346856036,4.0892968312769735,4.0892968312769735,4.0892968312769735,4.0892968312769735,4.0892968312769735,4.0892968312769735,0.0,0.0,0.0,234.58504029983735
